Etapa 1 - Irun / Bilbao - 187 Km
Salida neutralizada: Irun - Km 0.0
10, 12:25:13
31, 12:25:13
22, 12:25:13
61, 12:25:13
11, 12:25:13
12, 12:25:13
42, 12:25:13
50, 12:25:13
51, 12:25:13
21, 12:25:13
60, 12:25:13
62, 12:25:13
20, 12:25:13
30, 12:25:13
41, 12:25:13
32, 12:25:13
40, 12:25:13
52, 12:25:13
Meta volante: Zumaia - Km 50.2
30, 13:45:26
41, 13:45:27
50, 13:45:29
10, 13:45:32
31, 13:45:35
60, 13:47:21
12, 13:47:21
20, 13:47:21
32, 13:47:22
61, 13:47:22
62, 13:47:22
11, 13:47:23
22, 13:47:23
42, 13:47:23
21, 13:47:24
51, 13:47:24
40, 13:47:25
52, 13:47:25
Puerto: Balkon de Bizkaia (433 m) - Km 98.2 - 3 Categoria
20, 14:59:25
10, 14:59:25
51, 14:59:26
62, 14:59:28
30, 14:59:28
22, 14:59:28
11, 14:59:28
42, 14:59:29
50, 14:59:38
12, 14:59:42
31, 14:59:45
40, 14:59:53
21, 15:00:00
61, 15:00:00
52, 15:00:01
32, 15:00:01
41, 15:00:01
60, 15:00:01
Puerto: Alto de Morga (332 m) - Km 125.4 - 3 Categoria
51, 15:32:18
20, 15:32:18
10, 15:32:18
30, 15:32:19
62, 15:32:19
22, 15:32:20
42, 15:32:21
11, 15:32:21
50, 15:32:22
31, 15:32:22
60, 15:32:22
40, 15:32:22
12, 15:32:22
32, 15:32:23
21, 15:32:24
52, 15:32:29
61, 15:32:31
Meta volante: Galdakao - Km 158.5
10, 16:07:48
51, 16:07:48
30, 16:07:49
20, 16:07:49
22, 16:07:50
42, 16:07:50
62, 16:07:50
60, 16:07:50
11, 16:07:51
32, 16:07:51
50, 16:07:51
31, 16:07:53
12, 16:07:54
40, 16:07:58
52, 16:07:59
21, 16:08:08
61, 16:08:11
Meta: Bilbao - Km 187.0
10, 16:36:51
30, 16:36:51
20, 16:36:51
51, 16:36:52
22, 16:36:52
42, 16:36:53
62, 16:36:53
32, 16:36:54
11, 16:36:55
60, 16:36:55
50, 16:36:55
31, 16:36:56
12, 16:36:56
52, 16:36:56
40, 16:36:59
21, 16:37:12
61, 16:37:18
































