Etapa 3 - Ronda / Montilla - 171 Km
Salida neutralizada: Ronda - Km 0.0
42, 11:55:23
30, 11:55:23
11, 11:55:23
21, 11:55:23
50, 11:55:23
62, 11:55:23
20, 11:55:23
12, 11:55:23
32, 11:55:23
52, 11:55:23
61, 11:55:23
31, 11:55:23
40, 11:55:23
51, 11:55:23
60, 11:55:23
22, 11:55:23
10, 11:55:23
Meta volante: Campillos - Km 52.0 
52, 13:08:05
30, 13:08:05
12, 13:08:06
60, 13:08:06
10, 13:08:07
32, 13:08:08
21, 13:08:08
50, 13:08:10
42, 13:08:11
62, 13:08:11
20, 13:08:12
61, 13:08:13
31, 13:08:13
11, 13:08:15
40, 13:08:17
22, 13:08:19
51, 13:08:23
Meta volante: Jauja - Km 94.3
30, 13:53:52
52, 13:53:52
12, 13:53:52
60, 13:53:54
32, 13:53:54
10, 13:53:55
21, 13:53:57
50, 13:53:58
61, 13:53:58
62, 13:54:00
20, 13:54:01
42, 13:54:01
11, 13:54:03
31, 13:54:03
40, 13:54:03
22, 13:54:04
51, 13:54:12
Meta volante: Moriles - Km 114.6
30, 14:12:17
12, 14:12:17
52, 14:12:19
60, 14:12:19
10, 14:12:19
32, 14:12:20
21, 14:12:21
50, 14:12:21
62, 14:12:22
61, 14:12:22
42, 14:12:23
11, 14:12:25
20, 14:12:27
22, 14:12:29
40, 14:12:31
31, 14:12:33
Meta: Montilla - Km 171.0
52, 15:48:23
30, 15:48:25
12, 15:48:25
60, 15:48:26
10, 15:48:27
21, 15:48:29
50, 15:48:29
32, 15:48:32
61, 15:48:35
62, 15:48:36
42, 15:48:36
22, 15:48:38
20, 15:48:39
40, 15:48:42
11, 15:48:47
31, 15:48:53

